Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
36-649-0081,24.0,Female,High, Divorced ,Master's,Middle,Beigucheng,Hotels,$400.86 ,7.0,Online,3.0,3.0,1.0,High,VERY SENSITIVE,1.0,7.0,Low,Smartphone,Credit Card,9/12/2024,True,False,Planned,No Preference,5.0
61-176-8712,27.0,Female,High,MARRIED,Master's,Middle,Cerro,beauty & personal care,$225.12 ,,In-Store,3.0,2.0,1.0,Medium,Somewhat Sensitive,0.0,1.0,None,Desktop,Cash,8/31/2024,True,False,Planned,Express,
75-526-2611,36.0,Female,HIGH,Widowed,Master's,High,Yamaga,Beauty & Personal Care,$273.48 ,12.0, Online ,,3.0,,low,Very Sensitive,0.0,$5.0,Medium,Smartphone,OTHER,1/22/2024,True,False,Wants-based,Express,
72-339-1854,19.0,Bigender,High,SINGLE,Master's, Middle ,Sacramento,FURNITURE,$363.84 ,11.0,Online,3.0,2.0,1.0,Low,not sensitive,0.0,,Medium,Desktop, Cash ,8/30/2024,True,False,Impulsive,Express,
80-360-6324,24.0,Female,High,Single,Bachelor's,Middle,Foso,Packages),$302.60 ,9.0,Online,,4.0,,Medium,Very Sensitive,2.0,10.0,None,Desktop,Debit Card,7/23/2024,False,True,Impulsive,Standard,2.0
24-591-4327,35.0,Male,High,Divorced,high school,High,nowe brzesko,Animal Feed,$317.09 ,6.00,Online,1.0,1.0,1.0,High,Not Sensitive,2.0,2.0, High ,Desktop,Other,4/11/2024,True,False,impulsive,Standard,4.0
 58-487-8848 ,38.0,Female,High,Married,High School,high,Konārak,Beauty & Personal Care,$193.32 ,,Mixed,4.0,3.0,0.0, None ,Very Sensitive,0.0,8.0,High,Tablet,PayPal,7/11/2024,False,True,Wants-based,express,6.0
61-453-3503,34.0,Male,High,Widowed,High School,High,Qingshandi,Software & Apps,$282.24 ,6.0,Online,2.0,3.0,2.0,None,Not Sensitive,1.0,7.0,MEDIUM,Desktop,credit card,9/16/2024,True,True,need-based,No Preference,1.0
63-680-7694,29.0, Female ,High,Divorced,Master's,Middle,Mbala,Hotels,$154.19 ,6.0, Online ,5.0,4.0,1.0, Medium ,Very Sensitive,2.0,1.0,None, Tablet ,PayPal,9/22/2024,True,True,Need-based,NO PREFERENCE,1.0
51-431-7150,41.0,Female,Middle,Widowed,Bachelor's,middle,Shiqiao,FURNITURE,$84.15 ,10.0,In-Store,1.0,3.0,1.0,High,Not Sensitive,2.0,1.0,High,Desktop,PayPal,11/3/2024,True,True,Impulsive,Standard,1.0
23-039-9347,41.0,Male,middle,Divorced,High School,High,Yatsuomachi-higashikumisaka,Health Supplements,$214.69 ,N/A,In-Store,$4.0,4.0,0.0,Medium,Not Sensitive,,7.0,None,Tablet,Credit Card,5/15/2024,True,True,Wants-based,Standard,9.0
18-832-6916,32.0,Male,High,Married,Bachelor's,High, Czarna Dąbrówka ,Animal Feed,$61.21 ,12.0,Mixed,5.0,,0.0,None,Not Sensitive,0.0,,Low,Smartphone,credit card,11/24/2024,True,False,Planned,Standard,"13.0,00"
29-438-8126,36.0,Female,middle,Single,High School,High,Pasirmadang,Packages),$462.48 ,11.0,Online,1.0,3.0,0.0,Medium,Very Sensitive,2.0,"2.0,00",Low,Smartphone,Debit Card,3/31/2024,False,False,Planned,Express,12.0
68-201-1633,33.0,Male,Middle,Married,BACHELOR'S,High,Maño,Software & Apps,$449.18 ,3.0,Mixed,5.0,3.0,,Medium,Somewhat Sensitive,0.0,,HIGH,Tablet,credit card,3/21/2024,True,True, Wants-based ,Standard,10.0
07-314-2945,25.0,Female,MIDDLE,Married, Master's ,middle,Tiwi,mobile accessories, $314.36  ,7.0,In-Store,3.0,5.0,2.0,Medium,Very Sensitive,1.0,4.0,none,Desktop,Cash,7/3/2024,True,False,impulsive,express,1.0
64-490-6975,46.0,Female, Middle ,Married,Bachelor's,Middle,ahar,Jewelry & Accessories,$367.70 ,3.0,Mixed,3.0,5.0,2.0,None,Somewhat Sensitive,2.0,3.0,High,Desktop,credit card,3/17/2024,True,True,Need-based,No Preference,3.0
91-789-3191,,Female,High,Single,High School,Middle,Dake,Sports & Outdoors,$229.97 ,7.0,Mixed,3.0,,,None,Very Sensitive,,9.0,None,Desktop,Other,11/21/2024,False,True,Need-based,STANDARD,6.0
83-714-9649,28.0,FEMALE,Middle,Widowed,Bachelor's,MIDDLE,Harstad,Home Appliances,$226.53 ,3.0,Online,3.0,1.0,1.0,High,Not Sensitive,1.0,10.0,Medium,Desktop,PayPal,8/2/2024,True,False,Wants-based,No Preference,13.0
33-203-4230,23.0,Male,High,Divorced,Master's,Middle,Perbaungan,Software & Apps,$218.32 ,2.0,Mixed,5.0,3.0,0.0,High,Not Sensitive,2.0,,Low,Desktop,PAYPAL,9/24/2024,False,False,Need-based,Express,3.0
90-918-2833,48.0,Female,High,Widowed,High School,High,soroti,Furniture,$132.67 ,7.0,in-store,,5.0,1.0,LOW,Very Sensitive,,3.0,Low,Smartphone,Other,12/18/2024,True,False,Impulsive,Express,1.0
53-409-1176,N/A,Male, High ,Single,master's,High,Caruaru,Arts & Crafts,$416.96 ,7.0,In-Store,5.0,1.0,1.0,High,Not Sensitive,0.0,1.0,high,Tablet,Other,5/25/2024,False,False,planned,Express,7.0
52-491-3386,39.0,Female,High,Married,Master's, Middle ,Kamiennik,Arts & Crafts,$459.51 ,7.0,In-Store,1.0,,2.0,High,Not Sensitive,"0.0,00",5.0,Medium,Tablet,Debit Card,1/5/2024,True,False,Need-based,No Preference,11.0
10-870-3357,45.0,Male,Middle,Married,High School,High,Boundiali,Sports & Outdoors,$487.96 ,2.0,Mixed,N/A,null,2.0,Low,Very Sensitive,0.0,2.0,None,Desktop,PayPal,3/15/2024,True,True,Need-based,No Preference,N/A
41-816-7753,,Male,Middle,Divorced,High School,High, Götene ,toys & games,$150.11 ,7.0,Mixed,4.0,4.0,1.5,Low,Very Sensitive,0.0,3.0, High ,Smartphone,Credit Card,7/23/2024,True,False,WANTS-BASED,Standard,8.0
 68-296-5978 ,36.0, Male ,High,Married,High School,Middle,Kadumelati,Hotels,$218.87 ,5.0,Mixed,4.0,3.0,0.0,Medium,Very Sensitive,0.0,4.0,Medium,Smartphone,Cash,9/18/2024,True,False,Planned,No Preference,11.0
03-874-9055,29.0,Female,Middle, Married ,Bachelor's,High,Amparo,Mobile Accessories,$437.06 ,7.0,In-Store,3.0,5.0,2.0,Low,Very Sensitive,,,Low,Smartphone,Cash,3/9/2024,False,False,Impulsive,Express,11.0
 28-123-8406 ,,Male,High,Married,Bachelor's,High,shimen,Beauty & Personal Care,$122.58 ,2.0,IN-STORE,5.0,4.0,1.5, Low ,Not Sensitive,2.0,5.0,None,Tablet,Other,1/29/2024,True,False,Impulsive,Express,12.0
01-089-2223,35.0,Male,High,Married,Master's,Middle,Philadelphia,Food & Beverages,$195.07 ,8.0,Online,3.0,1.0,1.0,High,Somewhat Sensitive,0.0,6.0,None,Smartphone,Debit Card,7/22/2024,False,False,Impulsive,No Preference,
23-758-1012,39.0,FEMALE,middle,Single,High School,High,Myingyan,Books,$190.06 ,9.0,In-Store,5.0,null,1.0,None,Somewhat Sensitive,1.0,2.0,Low,Smartphone,Other,2/3/2024,True,True,Planned,Standard,
34-788-8387,38.0,Female,middle,Single,High School,Middle,QINGQU,GROCERIES,$485.76 ,10.0,IN-STORE,3.0,4.0,,medium,Somewhat Sensitive,0.0,4.0,High,Desktop,Debit Card,6/3/2024,True,True,Wants-based,No Preference,4.0
53-865-9342,27.0,FEMALE,High, Single , Bachelor's ,High,Poste De Flacq, Books ,$242.57 ,"7.0,00",In-Store,1.0,1.0,1.0,Low,not sensitive,0.0,10.0,LOW,Smartphone,PayPal,10/5/2024,True,False,Wants-Based,No Preference,1.0
79-052-8470,35.0,Male,Middle, Widowed ,High School,High,Ţawr al Bāḩah,ARTS & CRAFTS,$303.13 ,2.0,Online,,,1.0,High,Not Sensitive,0.0,7.0,MEDIUM,DESKTOP,Debit Card,1/4/2024,False,True,Need-Based,Standard,10.0
86-359-7320,43.0, Female ,Middle,WIDOWED,Master's, Middle ,Phu Loc,Toys & Games,$136.10 ,5.0,In-Store,3.0,5.0,2.0,Low, Very Sensitive ,0.0,2.0,High,Tablet,Debit Card,2/27/2024,False,True,Planned,Express,14.0
27-111-2242,40.0,Bigender,High,Single,Bachelor's,Middle,Jembangan,Electronics,$249.02 ,11.0,Mixed,"3.0,00",2.0,0.3,Medium,NOT SENSITIVE,1.0,1.0,Medium,Smartphone,PayPal,10/1/2024,True,True,Planned,express,14.0
84-538-0238,19.0,Male,Middle,Divorced,High School,Middle,Harhorin,Office Supplies,$466.74 ,7.0,In-Store,,$4.0,0.2,Medium,Not Sensitive,2.0,3.0,High,Tablet,Debit Card,12/11/2024,True,True,Need-based,EXPRESS,5.0
04-660-2742,46.0,Agender,High,Married,High School,High,Meijiang,Animal Feed,$229.30 ,6.0,In-Store,4.0,5.0,2.0,None,Somewhat Sensitive,0.0,6.0,None,Smartphone,Other,11/25/2024,False,False,Planned,Express,6.0
96-496-9833,30.0,Female,High,Single,High School,high,lañgub,PACKAGES),$450.52 ,,Online,2.0,2.0,0.2,High,Somewhat Sensitive,0.0,6.0,LOW,DESKTOP,PayPal,1/13/2024,True,True,need-based,No Preference,8.0
27-672-6081,35.0,Male,High,Divorced,Bachelor's,Middle,Bangbayang,Groceries,$246.44 ,,Mixed,3.0,,1.0,Medium,Somewhat Sensitive,0.0,,Medium,Smartphone,Debit Card,9/17/2024,False,True,Wants-based,NO PREFERENCE,5.0
66-033-0540,$34.0, Male ,High,Widowed,High School,Middle,Stěbořice,Home Appliances,$93.52 ,2.0,Online,,5.0,1.0,NONE,Somewhat Sensitive,1.0,2.0,High,Desktop,PAYPAL,8/12/2024,False,True,Planned,No Preference,12.0
99-643-9845,,Female,Middle,Married,High School,High,Banturkrajan,Groceries,$137.75 ,6.0,online,"3.0,00",,2.0,HIGH,Very Sensitive,0.0,1.0,Medium,SMARTPHONE,Cash,9/9/2024,False,True,Need-based,No Preference,4.0
27-571-9402,44.0,female,Middle,Married,Master's,Middle,São Torcato,Home Appliances,$78.64 ,5.0,Mixed,3.0,4.0,2.0,High,Somewhat Sensitive,N/A,3.0,High,Tablet, PayPal ,5/26/2024,True,False,Planned,Standard,12.0
10-430-5821,25.0,Male,High,Divorced, Master's ,Middle,Kapan,Software & Apps,$214.82 ,9.0,Mixed,5.0,4.0,0.3,None,Very Sensitive,,,Medium,Tablet, Other ,11/9/2024,True,False, Planned ,No Preference,11.0
36-835-7445,45.0,Male,Middle,Married,Bachelor's,High,Văn Giang,Mobile Accessories,$57.39 ,3.0,Mixed,,5.0,0.25,None,Somewhat Sensitive,0.0,10.0,Medium,Desktop,Credit Card,7/19/2024,False,False,Impulsive,Standard,
41-602-4042,47.0,Female,High,Single,High School,Middle,Oslo,Beauty & Personal Care,$363.91 ,10.0,Online,,1.0,,Medium,Very Sensitive,0.0,2.0,Low,Smartphone,Cash,1/7/2024,True,True,Planned,Standard,9.0
63-743-6962,39.0,Male,Middle,Single,High School, Middle ,Tanushimarumachi-toyoki,Travel & Leisure (Flights,$304.79 ,12.0,In-Store,2.0,4.0,2.0,Low,Somewhat Sensitive,1.0,9.0,High,Desktop,Other,1/7/2024,True,True,Wants-based,Standard,
66-772-9922,32.0,Male,High,Divorced,High School,Middle, Kazo ,Jewelry & Accessories,$363.98 ,4.00,Online,4.0,4.0,1.0,None,Somewhat Sensitive,2.0,7.0,None,Tablet,Paypal,5/27/2024,True,True,Planned,Express,1.0
23-246-5927,,Male,Middle,Widowed, Bachelor's ,High,rawa mazowiecka,Books,$249.60 ,7.0, Mixed ,4.0,1.0,1.0,low,Somewhat Sensitive,2.0,7.0,High,Smartphone,Debit Card,5/11/2024,True,False,WANTS-BASED,Standard,
 74-022-7557 ,19.0,Male,High,Married,Bachelor's,Middle,WŎNSAN,Electronics,$345.04 ,12.0, In-Store ,1.0,5.0,1.0,LOW,Somewhat Sensitive,0.0,8.0,Medium,Tablet,Credit Card,10/16/2024,True,True,Planned,EXPRESS,13.0
78-214-5658,48.0,female, Middle ,single,High School,High,Villavicencio,Arts & Crafts,$59.15 ,3.0,In-Store,,2.0,1.0,None,not sensitive,0.0,1.0,HIGH,Desktop,Debit Card,4/19/2024,False,False,NEED-BASED,Standard,8.0
25-286-8786,27.0,male,High,Single, Master's ,High,Berlin,Home Appliances,$461.81 ,N/A,Mixed,4.0,3.0,0.0,Medium,Very Sensitive,0.0,8.0,LOW,Desktop,Other,6/7/2024,True,False,WANTS-BASED,No Preference,8.0
55-955-9889,31.0,Female,High,Divorced,Bachelor's,High,Wailang,Health Care,$280.88 ,4.0,Mixed,3.0,"4.0,00",1.0,High,Not Sensitive,0.0,2.0,High,Smartphone,Credit Card,5/5/2024,True,True,Planned,No Preference,2.0
34-237-3943,44.0,Male,Middle,Married,Master's,Middle,Fangshan,Luxury Goods,$283.70 ,8.0,Mixed,2.0,5.0,,Medium,Not Sensitive,1.0,3.0,Low,Smartphone, Cash ,2/29/2024,False,False,Impulsive,Express,8.0
19-386-9088,24.0,Female,High,Widowed,High School, Middle ,Tallahassee,LUXURY GOODS, $411.95  ,,In-Store,5.0,3.0,1.0,None,Not Sensitive,0.0,4.0,None,Smartphone,Paypal,12/18/2024,True,True,Impulsive,Standard,
16-583-2801,32.0,Female,Middle,Widowed,Master's,Middle,Anchorage,Gardening & Outdoors, $476.11  ,5.0,In-Store,,4.0,1.0,None,Very Sensitive,2.0,10.0,High,Desktop,Debit Card,10/29/2024,True,False,Wants-based, Standard ,
83-752-5439,28.0,Female,Middle,married,Master's,High,Mulhouse,Gardening & Outdoors,$399.24 ,7.0,In-Store,4.0,2.0,1.0,Medium,VERY SENSITIVE,,2.0,Medium,Smartphone,DEBIT CARD,6/21/2024,False,False,Need-based,Standard,$10.0
 25-485-2023 ,26.0,Male,Middle,Divorced,Master's,middle,tangkilsari,Jewelry & Accessories,$90.79 ,,In-Store,,1.0,2.0,Medium,Somewhat Sensitive,0.0,2.0,Medium,Tablet,Other,9/16/2024,False,False,Planned,No Preference,6.0
90-822-7664,38.0,Female,Middle,Married,Master's,Middle,San Carlos,Animal Feed,$229.56 ,9.0,Online,1.0,2.0,1.0,None,Somewhat Sensitive,0.0,9.0,Low,tablet,PAYPAL,1/14/2024,True,True,Need-based,No Preference,11.0
22-039-6819,28.0,Female,Middle,Divorced,High School,Middle,queluz,Sports & Outdoors,$160.47 ,7.0,mixed,1.0,,0.0,none,Not Sensitive,0.0,3.0,none,smartphone,Debit Card,3/17/2024,True,False,wants-based,No Preference,6.0
50-395-1941,30.0,Genderqueer,High,Married,High School, High ,SÄRKISALO,Software & Apps,$104.74 ,"6.0,00",Online,2.0,4.0,$2.0,None,Very Sensitive,N/A,4.0,Low,Smartphone,PayPal,9/22/2024,False,False,Impulsive,No Preference,1.0
99-771-9310,,Female,High,Widowed,Master's,Middle,Vitoria-Gasteiz,Food & Beverages,$399.95 ,10.0,In-Store,2.0,1.0,0.0,Low,Not Sensitive,1.0,2.0,High,Smartphone,Cash,3/7/2024,True,False,Need-based,Express,10.0
18-518-0140,47.0,Female,High,Divorced,bachelor's,middle,Coro,Baby Products,$337.33 ,8.0, In-Store ,1.0,4.0,1.0,NONE,Somewhat Sensitive,0.0,N/A, Medium ,Desktop,Debit Card,11/25/2024,False,False,PLANNED,Express,10.0
57-000-8646,41.0,Female, High ,Widowed,Master's,Middle,Purwa,JEWELRY & ACCESSORIES,$204.83 ,6.0,In-Store,,null,0.0,High,VERY SENSITIVE,1.0,5.0,Medium,Smartphone,Debit Card,4/22/2024,True,False,Wants-based,Standard,
81-926-9297,22.0,Female,Middle,WIDOWED,Master's,High,gävle,Packages),$193.94 ,11.0,MIXED,4.0,1.0,0.0,None, Not Sensitive ,0.0,3.0,High,Desktop,Other,8/9/2024,False,False,Wants-based,Standard,9.0
53-070-2625,,Male,High,Married, Master's ,Middle,embu guaçu,Mobile Accessories,$460.37 ,"10.0,00",Online,5.0,4.0,2.0,Low,Very Sensitive,2.0,7.0,HIGH,Desktop,Credit Card,7/13/2024,True,True,WANTS-BASED,Express,12.0
63-217-7638,34.0,Non-Binary,Middle,Single,Bachelor's,Middle,Colima,Arts & Crafts,$297.29 ,9.0,Online,5.0,4.0,2.0,None,Not Sensitive,0.0,9.0,Low,Smartphone,Cash,1/1/2024,True,True,Need-based,Standard,3.0
 64-120-6212 ,31.0,Male,Middle,Single, Bachelor's ,Middle,Fubin,Books,$389.47 ,4.0,In-Store,5.0,3.0,2.0,Low,Not Sensitive,$1.0,9.0, High ,Desktop,Credit Card,2/11/2024,True,True,wants-based,Standard,6.0
01-404-3425,38.0,Male,High,Single,Master's,High,Talshand,Home Appliances,$370.05 ,11.0,mixed,$5.0,3.0,$0.0, Medium ,Very Sensitive,,10.0,High,Smartphone,Cash,10/30/2024,True,True,Impulsive,No Preference,10.0
68-971-6148,45.0,Male,High,Single,Master's,Middle,Palampal,Jewelry & Accessories,$462.24 ,2.0,Mixed,4.0,5.0,0.0,Low,Not Sensitive,2.0,1.0,None,Smartphone,Other,3/19/2024,True,True,Wants-based,express,N/A
22-053-4627,30.0,Female,High,Married,High School,High,Kamárai,Food & Beverages,$472.53 ,11.0,Online,4.0,1.0,1.0,Medium,Somewhat Sensitive,2.0,7.0,Medium,Smartphone,Debit Card,4/30/2024,False,False,Wants-based,Express,4.0
09-258-0424,45.0,Female,Middle,Married,High School,Middle,Ettelbruck,Home Appliances,$407.29 ,3.0,In-Store,5.0,5.00,0.0,Low,Not Sensitive,0.0,5.0,Low,Tablet,Other,11/25/2024,False,False,Planned,express,
56-782-9001,18.0, Male ,High,Married,Bachelor's,High,Cawayan,Mobile Accessories,$135.65 ,null,Online,,,1.0,Low,Very Sensitive,,9.0,None,Desktop,Other,2/16/2024,False,False,Impulsive,Standard,14.0
05-506-7216,36.0,Male,High,Single,Bachelor's,Middle,Don Carlos,Animal Feed,$352.35 ,4.0,Online,2.0,2.0,0.0,Low,Very Sensitive,,1.0,Low,Smartphone,Credit Card,6/20/2024,False,False,Planned,Express,14.0
47-356-9730,25.0,Female,High,SINGLE,High School,High,Seleuš,Books, $441.73  ,12.0,Online,1.0,,2.0,Low, Somewhat Sensitive ,0.0,8.0,Medium,Smartphone,Credit Card,2/4/2024,True,False,Planned,STANDARD,8.0
42-898-6421,21.0,Female,High, Divorced ,High School,MIDDLE,cervantes,luxury goods,$105.95 ,12.0,Mixed,1.0,4.0,2.0,Low,VERY SENSITIVE,1.0,7.0,Medium,desktop,Cash,8/4/2024,False,False,Impulsive,Standard,11.0
17-364-8685,26.0,Male,High,SINGLE,MASTER'S,High, Ebebiyin ,Groceries,$351.54 ,11.0,Mixed,1.0,3.0,2.0,None,Somewhat Sensitive,0.0,,NONE, Tablet ,PayPal,3/21/2024,True,False,PLANNED,Express,"12.0,00"
13-618-9438,40.0,Male,High,Divorced,bachelor's,HIGH,Chuquitira,Home Appliances,$321.26 ,null,Online,4.00,1.0,,None,Very Sensitive,,6.0, None ,Desktop,Debit Card,6/13/2024,False,False,NEED-BASED,Standard,14.0
32-457-2982,47.0,Female,High,DIVORCED,HIGH SCHOOL, Middle ,Proletarsk,Animal Feed,$421.50 ,11.0,Online,5.0,1.0,2.0,Low,Somewhat Sensitive,0.0,8.0,NONE,Desktop,PayPal,4/4/2024,True,True,need-based,Express,
43-386-2489,27.0,Bigender,High,Widowed,High School,Middle,Naghalin,Food & Beverages,$253.29 ,6.0,Mixed,3.0,2.0,2.0,None,Somewhat Sensitive,1.0,4.0,None,Desktop,PayPal,5/2/2024,True,False,Planned,Standard,8.0
67-438-2378,, Female ,Middle,Divorced,High School,High,Honolulu,Jewelry & Accessories,$217.62 ,3.0,Online,5.0,2.0,1.0,High,Very Sensitive,2.0,3.0,Low,Smartphone,PayPal,2/14/2024,False,True,Impulsive,No Preference,5.0
65-431-1264,21.0,Male,Middle,Single,Bachelor's,High,Dhalie,Books,$226.04 ,11.0,Online,$4.0,1.0,1.0,None,Very Sensitive,0.0,9.00,Medium,Desktop,PayPal,5/14/2024,True,False,Wants-based,Express,12.0
73-367-8478,,genderfluid,High,Single,Bachelor's,High,Giesteira,Packages),$52.79 ,4.0,Online,2.0,2.0,0.0, Low ,Not Sensitive,1.0,7.0,None,Tablet,Debit Card,2/6/2024,True,True,Impulsive,Express,
84-162-8799,,Male,Middle,Widowed,High School,High,Khilok,Jewelry & Accessories,$385.08 ,7.0,In-Store,2.0,4.0,1.0,High,Somewhat Sensitive,1.0,,Low,tablet,Debit Card,11/12/2024,False,True,Impulsive,No Preference,1.0
51-546-9992,33.0,Male,High,Widowed,Master'S,Middle,CIMARA,Hotels,$181.10 ,$2.0,Online,2.0,5.0,"2.0,00",Low,Not Sensitive,,7.0, Low ,Tablet,Credit Card,12/26/2024,False,False,IMPULSIVE,No Preference,5.0
89-189-3295,23.0,Female,Middle,Single,Master's,Middle,Vereshchagino,Office Supplies,$246.41 ,N/A,in-store,2.0,4.0,0.0, None ,Somewhat Sensitive,2.0,8.0,Low,Smartphone,Cash,10/1/2024,True,False,Need-based,Standard,11.0
45-776-7217,37.0,Female,Middle,DIVORCED,Bachelor's,High,Binagadi,Baby Products,$140.87 ,,In-Store,3.0,3.0,2.0,Low, Not Sensitive ,,7.0,Medium,Tablet,Other,3/3/2024,True,False,Impulsive,No Preference,9.0
71-354-5174,,Female,High,Single,Master'S,High,tsuen wan,Software & Apps,$151.25 ,$2.0,In-Store,2.0,5.0,0.0,Medium,Somewhat Sensitive,1.0,8.0,Medium,Tablet,DEBIT CARD,4/20/2024,True,False,planned,No Preference,10.0
05-975-6985,27.0,Male,High,Divorced,Master's,Middle,banjar batanpoh,Hotels,$171.52 ,3.0,Mixed,5.0,5.0,2.0,Medium,Very Sensitive,1.0,9.0,Medium,Smartphone,Cash,8/21/2024,True,True,Planned, Standard ,12.0
42-859-2475,40.0,Male,Middle,Widowed,Master's,High, Yenakiyeve ,Sports & Outdoors,$399.56 ,10.0,Online,4.0,$2.0,1.0,Low,Not Sensitive,0.0,4.0,Medium,Desktop,Cash,10/21/2024,True,True,Need-based,No Preference,1.0
34-094-1923,40.0,Female, Middle ,Widowed, Master's ,Middle,San Ramon,sports & outdoors,$173.46 ,4.0,Mixed,5.0,3.0,1.00,None,Not Sensitive,0.0,9.0,Medium,Smartphone,PayPal,4/11/2024,False,True,Wants-Based, No Preference ,2.0
57-797-8139,43.0,male,High,Widowed,Bachelor's,high,Sakété,Toys & Games,$332.14 ,10.0,Online,4.0,4.0,0.0,Low,Somewhat Sensitive,1.0,"2.0,00",None,DESKTOP,PayPal,2/9/2024,True,True,Planned,No Preference,13.0
21-048-8669,N/A,Non-binary,Middle,Single,BACHELOR'S,MIDDLE,Pantenan,Food & Beverages,$247.05 ,8.0,In-Store,3.0,2.0,1.0,Low,Somewhat Sensitive,1.0,"8.0,00",High,Desktop,Cash,5/25/2024,False,False,WANTS-BASED,Standard,2.0
30-038-8752,49.0,Male,High,Single,Bachelor's,High,Antrukan,Office Supplies,$365.88 ,10.0,Mixed,4.0,5.0,1.0,None,Somewhat Sensitive,1.0,1.0,Medium,Tablet,PayPal,4/16/2024,False,False,Wants-based,Express,9.0
 06-237-7338 ,27.0,Female,Middle,Married,Bachelor's,Middle,Dhahab,Toys & Games,$354.92 ,8.0,Mixed,5.0,4.0,0.0,None,Somewhat Sensitive,0.0,1.0,None,Tablet,Debit Card,2/17/2024,True,True,Wants-based,Express,13.0
71-817-5422,19.0,Female,High,Single,High School,High,Vetluga,Jewelry & Accessories,$195.46 ,N/A,Mixed,5.0,3.0,2.0,None,Not Sensitive,0.0,10.0,Low, Tablet ,Other,7/7/2024,True,False,Impulsive,Standard,9.0
68-512-0568,40.0,Female,high,Married,Master's,Middle,Wolfsberg,Books, $474.03  ,7.0, In-Store ,3.0,1.0,$1.0,MEDIUM,Somewhat Sensitive,0.0,6.0,High,Desktop,Other,8/3/2024,True,True,Need-based,Standard,13.0
18-633-9387,27.0,Male,Middle,Married,Bachelor's,high,San Bautista,Animal Feed,$106.96 ,N/A,In-Store,"3.0,00",1.0,2.0,Low,Not Sensitive,0.0,7.0,Medium,TABLET,Debit Card,3/9/2024,True,True,Impulsive,Standard,3.0
08-977-4418,,Female,Middle,Married,Master's,High,Reuleuet,electronics,$371.84 ,9.0,IN-STORE,5.0,4.0,0.0,none,Not Sensitive,2.0,6.0,None,Tablet,Other,7/28/2024,False,True,Impulsive,Standard,2.0
97-738-8095,45.0,Polygender,High,Single,bachelor's,High,Lonpao Dajah,Health Supplements,$461.16 ,,Mixed,1.0,4.0,1.0,High,Not Sensitive,0.0,3.0,medium,Smartphone,Other,2/29/2024,True,True, Planned ,Express,14.0
15-421-1255,24.0,Female,High,Single,High School, Middle ,NANQIAO,books,$497.75 ,11.0,In-Store,4.0,1.0,2.0,None,Very Sensitive,2.0,1.0,Medium,Smartphone,Cash,7/3/2024,True,False,Wants-based,Express,13.0
92-142-4328,,Female,Middle,Married,Master's,Middle,San Carlos,Health Care,$492.83 ,,Online,2.00,1.0,0.0,high,Very Sensitive,0.0,4.0,High, Tablet ,Debit Card,3/2/2024,True,False,Need-based,No Preference,2.0
06-357-6548,39.0, Female ,Middle,Divorced,High School,Middle,Ishikawa,Groceries,$295.54 ,8.00,Online,3.0,3.0,1.0,NONE,Very Sensitive,2.0,4.0,Low,Tablet,CASH,7/27/2024,False,False,Planned,Express,
59-261-4453,40.0,Male,High,Widowed, High School ,High,Oguma,Furniture,$494.81 ,9.0,Mixed,2.0,4.0,1.0,Medium,Very Sensitive,1.0,7.0,MEDIUM,Tablet,Paypal,5/26/2024,True,True,need-based,Standard,6.0
35-644-3184,21.0,Female,High,Single,Master's,Middle,Těšany,Mobile Accessories,$160.25 ,7.0,Online,2.0,3.0,2.0,None,Very Sensitive,2.0,5.0,High,Desktop,PAYPAL,3/4/2024,True,True,Need-based,No Preference,12.0
30-528-9105,42.0,Female,Middle,Married,Master's, High ,Aksha,Gardening & Outdoors,$198.36 ,,Online,$1.0,1.0,2.0,None,Somewhat Sensitive,1.0,9.0,None,Desktop,Cash,12/13/2024,False,True,Wants-based,Standard,4.0
14-709-8547,44.0,female,Middle,Divorced,Bachelor's,High,Lahan Sai,Furniture,$82.39 ,12.0,In-Store,5.0,,,None,Somewhat Sensitive,0.0,8.0,None,smartphone,Other,2/24/2024,False,False,Planned,Express,1.0
80-508-9866,46.0,Female, Middle ,Married,Master's,High,Estância,Hotels,$290.56 ,3.0,In-Store,5.0,1.0,2.0,None,Somewhat Sensitive,1.0,1.0,None,Desktop,PayPal,3/12/2024,True,False,Wants-based,No Preference,4.0
 27-100-0661 ,29.0,Male,High, Divorced ,Master's,High,Las Lomas,Animal Feed,$206.79 ,5.0,In-Store,,3.0,null,High,Very Sensitive,,2.0,Low, Tablet ,Credit Card,8/21/2024,False,False,Planned,Standard,4.0
68-488-7343,19.0,Female,MIDDLE,Married, High School ,High,Xiamayu,Baby Products,$401.43 ,8.0,Mixed,4.0,2.0,0.0,None,Not Sensitive,,6.0,High,Tablet,Other,5/23/2024,True,True, Need-based ,No Preference,5.00
